VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
72,38,Dinesh Kumar,9,1,False
73,39,Yallappa Reddy,26,1,False
74,40,Deepa Reddy,28,2,False
75,41,Mahesh Naik,49,1,False
76,42,Naveen Gowda,58,1,True
77,42,Geeta Reddy,49,2,False
78,43,Umesh Yadav,75,1,False
79,44,Basavaraj Hegde,78,1,False
80,45,Rekha Reddy,27,2,False
81,45,Gowramma Rao,66,2,False
82,45,Lakshmi Gowda,49,2,True
83,46,Santosh Kumar,40,1,False
84,46,Pooja Reddy,11,2,True
85,47,Anand Nayak,42,1,False
86,47,Shivakumar Patil,73,1,False
87,48,Prakash Nayak,61,1,False
88,49,Siddappa Desai,38,1,False
89,50,Shubha Shetty,23,2,False
90,50,Siddappa Poojary,24,1,False
91,51,Ravi Hegde,27,1,False
92,52,Deepa Kulkarni,42,2,False
93,52,Praveen Gowda,61,1,False
94,53,Kiran Gowda,70,1,True
95,53,Nagesh Naik,2,1,False
96,53,Manjunath Shetty,9,1,False
97,54,Rekha Achar,69,2,True
98,54,Chandrashekar Poojary,1,1,False
99,55,Deepa Patil,42,2,False
100,55,Ramesh Hegde,74,1,False
101,56,Umesh Patil,19,1,False
102,57,Siddappa Naik,52,1,False
103,57,Shivakumar Reddy,33,1,False
104,57,Priya Nayak,60,2,False
105,58,Rekha Kumar,19,2,False
106,59,Sunita Poojary,26,2,False
107,59,Prakash Desai,5,1,False
108,59,Naveen Kumar,2,1,True
109,60,Geeta Desai,74,2,True
110,60,Geeta Hegde,80,2,False
111,61,Ashwini Nayak,36,2,False
112,61,Shubha Rao,44,2,True
113,62,Ashwini Desai,44,2,False
114,62,Santosh Shetty,4,1,False
115,63,Mahesh Achar,15,1,False
116,64,Roopa Achar,45,2,False
117,64,Rekha Bhat,11,2,False
118,65,Prakash Achar,29,1,False
119,65,Siddappa Nayak,46,1,False
120,66,Dinesh Kumar,70,1,False
121,66,Santosh Patil,13,1,False
122,67,Hanumanth Patil,70,1,True
123,67,Anand Gowda,52,1,False
124,67,Renukamma Shetty,61,2,True
125,68,Siddappa Rao,1,1,False
126,69,Geeta Yadav,79,2,False
127,70,Roopa Patil,62,2,False
128,71,Shubha Desai,54,2,True
129,72,Shivakumar Achar,45,1,False
130,72,Anand Patil,52,1,False
131,73,Girish Hegde,19,1,False
132,73,Lakshmi Desai,16,2,False
133,73,Basava Kulkarni,61,1,False
134,74,Pooja Achar,16,2,True
135,74,Manjunath Yadav,44,1,False
136,74,Naveen Achar,33,1,False
137,75,Rekha Kulkarni,22,2,True
138,75,Manjula Bhat,14,2,False
139,75,Manjula Achar,64,2,True
140,76,Basava Naik,36,1,False
141,76,Renukamma Kumar,54,2,False
142,77,Ravi Naik,63,1,False
143,78,Manjula Kulkarni,56,2,False
144,78,Hanumanth Hegde,72,1,True
145,79,Sunita Kulkarni,14,2,False
146,79,Basavaraj Poojary,31,1,False
147,80,Sowmya Nayak,6,2,False
148,80,Anita Kulkarni,67,2,False
149,81,Lakshmi Reddy,73,2,False
150,81,Basava Kumar,13,1,False
151,82,Siddappa Hegde,33,1,False
152,82,Meena Reddy,36,2,True
153,83,Anita Nayak,34,2,False
154,84,Sowmya Poojary,45,2,False
155,85,Praveen Kumar,79,1,False
156,85,Pooja Naik,12,2,True
157,86,Shubha Poojary,49,2,False
158,87,Meena Kumar,57,2,False
159,88,Praveen Gowda,15,1,False
160,89,Renukamma Nayak,72,2,False
161,89,Naveen Kulkarni,10,1,False
162,90,Hanumanth Kulkarni,52,1,False
163,91,Yellamma Kumar,51,2,False
164,92,Siddappa Achar,38,1,False
165,92,Manjula Hegde,6,2,False
166,93,Yallappa Rao,4,1,True
167,93,Hanumanth Reddy,32,1,False
168,94,Prakash Gowda,38,1,False
169,94,Chandrashekar Hegde,57,1,True
170,95,Kiran Patil,67,1,True
171,95,Deepa Nayak,47,2,False
172,96,Meena Yadav,31,2,False
173,96,Kavya Nayak,18,2,False
174,97,Dinesh Kulkarni,17,1,False
175,97,Yellamma Kumar,14,2,False
176,97,Yellamma Achar,29,2,True
177,98,Mahesh Kulkarni,57,1,True
178,99,Kavya Patil,3,2,True
179,99,Santosh Hegde,19,1,False
180,100,Kavya Nayak,36,2,False
181,100,Hanumanth Kulkarni,63,1,True
182,100,Naveen Reddy,58,1,False
183,101,Priya Reddy,73,2,True
184,101,Dinesh Desai,76,1,False
185,102,Hanumanth Poojary,46,1,False
186,103,Umesh Shetty,21,1,False
187,104,Nagesh Gowda,64,1,False
188,105,Basavaraj Shetty,74,1,True
189,106,Gowramma Patil,44,2,False
190,106,Vijay Kumar,23,1,True
191,107,Kavya Patil,34,2,True
192,108,Santosh Desai,11,1,False
193,109,Umesh Rao,3,1,False
194,109,Yallappa Kumar,13,1,False
195,110,Ravi Kumar,50,1,False
196,111,Kavya Patil,25,2,True
197,112,Santosh Naik,20,1,False
198,113,Mahesh Nayak,23,1,False
199,113,Lakshmi Kulkarni,5,2,False
200,114,Ashwini Kumar,24,2,False
201,115,Geeta Kulkarni,20,2,False
202,116,Anita Naik,71,2,False
203,116,Manjula Kumar,19,2,False
204,117,Naveen Gowda,46,1,False
205,117,Ashwini Achar,67,2,False
206,118,Renukamma Kulkarni,74,2,True
207,118,Vijay Kumar,18,1,True
208,118,Vijay Desai,55,1,True
209,119,Kavya Hegde,4,2,True
210,119,Praveen Bhat,62,1,True
211,120,Pooja Poojary,8,2,False
212,121,Vijay Yadav,76,1,False
213,122,Sunita Bhat,4,2,False
214,122,Sowmya Reddy,46,2,False
215,122,Renukamma Bhat,23,2,False
216,123,Girish Naik,59,1,False
217,123,Hanumanth Kumar,10,1,False
218,123,Geeta Kulkarni,79,2,False
219,124,Geeta Yadav,15,2,False
220,125,Yallappa Achar,43,1,False
221,126,Santosh Yadav,52,1,False
222,126,Prakash Kulkarni,32,1,False
223,127,Geeta Yadav,35,2,True
224,127,Kiran Achar,53,1,True
225,128,Ramesh Rao,77,1,False
226,129,Sunita Nayak,58,2,False
227,129,Manjunath Desai,15,1,False
228,129,Ramesh Naik,24,1,False
229,130,Sowmya Rao,69,2,False
230,131,Ashwini Poojary,16,2,True
231,132,Dinesh Achar,64,1,False
232,133,Ramesh Hegde,14,1,False
233,134,Naveen Patil,11,1,False
234,135,Meena Hegde,19,2,True
235,136,Yallappa Yadav,65,1,False
236,136,Siddappa Kumar,6,1,False
237,137,Deepa Yadav,23,2,False
238,138,Basava Gowda,51,1,True
239,138,Vijay Bhat,9,1,False
240,139,Praveen Desai,57,1,False
241,140,Shivakumar Kulkarni,68,1,False
242,140,Prakash Bhat,41,1,False
243,141,Kiran Bhat,69,1,False
244,142,Siddappa Yadav,42,1,False
245,142,Prakash Yadav,14,1,False
246,143,Lakshmi Kulkarni,8,2,True
247,144,Shivakumar Poojary,5,1,False
248,144,Basava Achar,61,1,True
249,145,Anita Yadav,31,2,True
250,146,Meena Desai,59,2,True
251,146,Mahesh Bhat,47,1,False
252,147,Shubha Shetty,33,2,False
253,148,Kiran Poojary,39,1,False
254,149,Rekha Nayak,70,2,False
255,150,Basava Kumar,27,1,True
256,150,Rekha Hegde,58,2,True
257,151,Meena Kumar,42,2,True
258,151,Siddappa Bhat,27,1,False
259,152,Rajesh Reddy,80,1,False
260,153,Meena Desai,40,2,False
261,153,Roopa Hegde,14,2,True
262,154,Sunita Reddy,28,2,False
263,155,Yallappa Shetty,67,1,True
264,155,Mahesh Gowda,27,1,True
265,156,Anand Nayak,73,1,False
266,156,Geeta Patil,53,2,False
267,157,Siddappa Patil,63,1,False
268,157,Yallappa Naik,9,1,False
269,158,Suresh Kumar,12,1,False
270,159,Siddappa Patil,28,1,False
271,160,Priya Kulkarni,58,2,True
272,161,Vijay Rao,13,1,False
273,162,Kiran Naik,69,1,True
274,163,Deepa Nayak,32,2,False
275,164,Mahesh Naik,6,1,False
276,164,Gowramma Shetty,62,2,False
277,164,Rajesh Nayak,47,1,True
278,165,Mahesh Yadav,3,1,True
279,165,Priya Naik,48,2,False
280,166,Chandrashekar Rao,51,1,False
281,167,Basava Kumar,38,1,False
282,168,Lakshmi Kulkarni,76,2,True
283,169,Deepa Reddy,66,2,False
284,170,Ramesh Kumar,22,1,False
285,170,Hanumanth Rao,34,1,True
286,171,Sunita Rao,59,2,False
287,171,Yellamma Gowda,17,2,False
288,172,Vijay Shetty,26,1,True
289,172,Sowmya Gowda,35,2,True
290,172,Meena Poojary,66,2,True
291,173,Roopa Kumar,34,2,False
292,173,Pooja Rao,11,2,True
293,174,Yallappa Yadav,41,1,False
294,174,Prakash Poojary,14,1,False
295,174,Nagesh Kumar,9,1,False
296,175,Manjunath Achar,10,1,False
297,175,Siddappa Poojary,44,1,False
298,176,Priya Poojary,14,2,False
299,177,Girish Yadav,11,1,False
300,178,Ravi Shetty,30,1,False
301,179,Naveen Kumar,68,1,False
302,180,Hanumanth Hegde,78,1,False
303,180,Pooja Nayak,76,2,False
304,181,Umesh Gowda,11,1,False
305,181,Anand Patil,70,1,False
306,182,Hanumanth Poojary,10,1,False
307,182,Praveen Poojary,30,1,False
308,182,Pooja Kulkarni,53,2,False
309,183,Deepa Achar,45,2,False
310,184,Basava Yadav,33,1,False
311,184,Manjunath Gowda,9,1,True
312,185,Chandrashekar Poojary,56,1,False
313,186,Lakshmi Nayak,12,2,False
314,186,Kavya Kulkarni,34,2,False
315,186,Meena Nayak,62,2,False
316,187,Gowramma Kumar,70,2,False
317,187,Rajesh Patil,6,1,False
318,188,Anita Kumar,52,2,True
319,188,Anita Patil,19,2,True
320,189,Prakash Poojary,41,1,True
321,189,Naveen Kumar,2,1,True
322,190,Prakash Kulkarni,24,1,False
323,190,Ravi Shetty,61,1,False
324,190,Priya Reddy,3,2,True
325,191,Vijay Achar,71,1,False
326,191,Girish Hegde,78,1,True
327,192,Shubha Hegde,8,2,False
328,192,Manjunath Kumar,62,1,False
329,193,Umesh Hegde,28,1,True
330,194,Vijay Desai,21,1,False
331,194,Rekha Kulkarni,16,2,False
332,195,Priya Nayak,48,2,False
333,195,Gowramma Naik,3,2,True
334,196,Manjula Reddy,42,2,False
335,197,Deepa Bhat,44,2,False
336,198,Prakash Kumar,74,1,False
337,198,Shivakumar Hegde,73,1,True
338,198,Praveen Bhat,13,1,True
339,199,Kavya Bhat,63,2,True
340,200,Kavya Hegde,50,2,False
341,200,Roopa Kumar,8,2,True
342,201,Basava Gowda,42,1,False
343,202,Yellamma Patil,35,2,False
344,202,Priya Kulkarni,69,2,False
345,203,Chandrashekar Kulkarni,16,1,False
346,203,Siddappa Yadav,25,1,False
347,203,Naveen Shetty,2,1,False
348,204,Prakash Rao,4,1,False
349,205,Kavya Kumar,60,2,False
350,205,Sowmya Bhat,21,2,True
351,205,Ashwini Yadav,36,2,True
352,206,Hanumanth Kulkarni,59,1,False
353,207,Praveen Gowda,16,1,False
354,208,Meena Patil,41,2,True
355,209,Basava Shetty,42,1,True
356,209,Praveen Kulkarni,5,1,False
357,210,Umesh Gowda,17,1,True
358,211,Prakash Patil,14,1,False
359,212,Manjunath Poojary,47,1,False
360,212,Kavya Shetty,44,2,False
361,212,Sowmya Bhat,8,2,True
362,213,Roopa Bhat,12,2,False
363,213,Shubha Naik,34,2,False
364,213,Suresh Desai,72,1,False
365,214,Ramesh Gowda,6,1,False
366,215,Prakash Bhat,41,1,False
367,216,Lakshmi Bhat,38,2,True
368,216,Yallappa Nayak,54,1,False
369,217,Rajesh Gowda,27,1,False
370,218,Lakshmi Kumar,11,2,False
371,218,Naveen Reddy,20,1,False
372,219,Deepa Bhat,48,2,True
373,219,Girish Poojary,78,1,False
374,219,Geeta Kumar,34,2,True
375,220,Anita Gowda,58,2,True
376,221,Basavaraj Gowda,50,1,False
377,222,Girish Poojary,73,1,False
378,222,Rajesh Achar,39,1,False
379,222,Sunita Desai,30,2,False
380,223,Vijay Gowda,28,1,False
381,224,Ramesh Nayak,50,1,False
382,225,Shubha Yadav,63,2,True
383,225,Manjula Naik,79,2,False
384,226,Chandrashekar Gowda,2,1,False
385,227,Anita Shetty,73,2,False
386,228,Santosh Reddy,25,1,True
387,229,Kavya Rao,54,2,False
388,229,Sunita Yadav,16,2,False
389,229,Anand Hegde,27,1,False
390,230,Ramesh Patil,2,1,False
391,230,Siddappa Reddy,59,1,False
392,230,Lakshmi Nayak,73,2,True
393,231,Girish Naik,51,1,True
394,232,Ramesh Shetty,60,1,True
395,233,Rajesh Yadav,6,1,False
396,234,Gowramma Reddy,35,2,False
397,235,Geeta Reddy,58,2,False
398,235,Rajesh Achar,56,1,True
399,235,Hanumanth Achar,7,1,False
400,236,Chandrashekar Kumar,59,1,True
401,237,Santosh Desai,48,1,False
402,237,Meena Shetty,23,2,True
403,238,Meena Poojary,38,2,False
404,239,Yellamma Shetty,47,2,True
405,239,Chandrashekar Rao,18,1,False
406,239,Anita Hegde,70,2,False
407,240,Renukamma Yadav,19,2,False
408,241,Rajesh Patil,27,1,True
409,241,Kiran Yadav,15,1,False
410,242,Rajesh Gowda,33,1,False
411,242,Yallappa Nayak,43,1,True
412,243,Meena Bhat,51,2,True
413,244,Rekha Nayak,14,2,False
414,245,Roopa Achar,25,2,False
415,245,Ramesh Patil,10,1,False
416,245,Naveen Rao,27,1,False
417,246,Ravi Gowda,38,1,False
418,247,Yallappa Naik,9,1,False
419,248,Kiran Kumar,52,1,False
420,248,Priya Shetty,48,2,False
421,249,Gowramma Desai,79,2,False
422,250,Sunita Hegde,41,2,False
423,250,Anand Nayak,61,1,True
424,250,Kiran Nayak,76,1,False
425,251,Lakshmi Shetty,5,2,True
426,251,Ramesh Rao,70,1,False
427,251,Shivakumar Nayak,13,1,True
428,252,Manjula Kulkarni,61,2,False
429,252,Pooja Bhat,58,2,False
430,253,Ashwini Gowda,17,2,False
431,253,Kavya Bhat,24,2,True
432,254,Yellamma Desai,7,2,False
433,255,Hanumanth Bhat,63,1,False
434,255,Pooja Achar,21,2,False
435,256,Rekha Naik,20,2,False
436,257,Gowramma Reddy,1,2,True
437,258,Naveen Gowda,39,1,False
438,258,Praveen Achar,75,1,True
439,258,Hanumanth Hegde,15,1,False
440,259,Prakash Nayak,78,1,False
441,260,Meena Poojary,56,2,False
442,260,Yellamma Naik,54,2,True
443,261,Rekha Bhat,55,2,False
444,262,Anand Yadav,46,1,True
445,263,Prakash Naik,4,1,False
446,263,Rajesh Patil,26,1,True
447,264,Yellamma Rao,62,2,False
448,264,Rajesh Shetty,15,1,False
449,264,Girish Patil,39,1,False
450,265,Lakshmi Kumar,8,2,False
451,265,Umesh Desai,35,1,False
452,265,Roopa Kumar,32,2,True
453,266,Yallappa Hegde,62,1,True
454,267,Nagesh Shetty,71,1,False
455,268,Umesh Patil,9,1,True
456,269,Rajesh Patil,32,1,True
457,269,Manjula Achar,34,2,True
458,270,Sunita Achar,42,2,True
459,271,Yallappa Nayak,48,1,True
460,272,Siddappa Yadav,17,1,True
461,272,Shubha Reddy,77,2,False
462,273,Kiran Kulkarni,4,1,True
463,273,Dinesh Naik,19,1,False
464,274,Sowmya Rao,60,2,False
465,275,Pooja Achar,61,2,True
466,276,Ramesh Kumar,12,1,True
467,276,Yellamma Bhat,79,2,False
468,277,Deepa Achar,37,2,False
469,278,Manjula Kulkarni,25,2,False
470,279,Praveen Bhat,53,1,False
471,280,Geeta Poojary,79,2,False
472,281,Geeta Desai,47,2,False
473,281,Mahesh Kulkarni,67,1,False
474,281,Siddappa Nayak,38,1,False
475,282,Shubha Yadav,64,2,False
476,283,Gowramma Nayak,35,2,True
477,284,Roopa Rao,78,2,False
478,284,Ashwini Shetty,71,2,True
479,285,Girish Poojary,33,1,True
480,286,Renukamma Kulkarni,54,2,False
481,286,Sunita Shetty,63,2,False
482,287,Sowmya Kumar,16,2,False
483,287,Basavaraj Kumar,7,1,False
484,288,Ashwini Bhat,69,2,False
485,289,Siddappa Desai,55,1,False
486,290,Ravi Naik,44,1,False
487,291,Manjula Reddy,29,2,False
488,292,Manjula Patil,3,2,False
489,292,Nagesh Poojary,50,1,False
490,293,Nagesh Naik,74,1,False
491,293,Ashwini Naik,32,2,True
492,294,Mahesh Kulkarni,22,1,False
493,295,Ashwini Gowda,31,2,False
494,296,Anita Reddy,30,2,False
495,296,Kiran Nayak,57,1,True
496,297,Sowmya Gowda,70,2,False
497,298,Rekha Poojary,68,2,False
498,299,Ramesh Bhat,79,1,True
499,300,Santosh Patil,10,1,True
500,300,Naveen Reddy,28,1,False
501,301,Deepa Reddy,38,2,False
502,302,Lakshmi Desai,73,2,False
503,302,Mahesh Nayak,3,1,True
504,303,Meena Shetty,3,2,True
505,303,Anita Yadav,55,2,False
506,304,Meena Reddy,35,2,False
507,304,Gowramma Patil,22,2,False
508,305,Suresh Shetty,47,1,False
509,305,Manjunath Nayak,21,1,False
510,306,Anand Naik,68,1,False
511,306,Roopa Rao,19,2,True
512,307,Shivakumar Shetty,40,1,False
513,308,Shivakumar Achar,12,1,False
514,308,Vijay Bhat,61,1,True
515,309,Ravi Poojary,26,1,False
516,310,Anand Achar,23,1,False
517,311,Shubha Patil,69,2,False
518,311,Ravi Kumar,22,1,False
519,312,Umesh Bhat,8,1,True
520,312,Nagesh Gowda,61,1,False
521,313,Chandrashekar Achar,48,1,False
522,314,Mahesh Patil,15,1,False
523,314,Basava Kulkarni,6,1,False
524,315,Ravi Rao,59,1,True
525,315,Yellamma Bhat,52,2,True
526,316,Sowmya Poojary,33,2,True
527,316,Umesh Achar,64,1,False
528,316,Girish Naik,77,1,False
529,317,Chandrashekar Yadav,53,1,True
530,318,Meena Gowda,41,2,True
531,318,Ravi Reddy,56,1,False
532,319,Basava Poojary,39,1,True
533,319,Prakash Gowda,30,1,True
534,320,Sowmya Hegde,60,2,False
535,321,Roopa Shetty,7,2,False
536,322,Vijay Kumar,7,1,False
537,323,Rekha Naik,77,2,False
538,323,Renukamma Bhat,62,2,False
539,324,Santosh Kumar,25,1,False
540,324,Ravi Naik,19,1,False
541,325,Umesh Reddy,67,1,False
542,326,Sowmya Kumar,79,2,True
543,327,Pooja Kumar,7,2,False
544,328,Rekha Poojary,66,2,False
545,328,Prakash Yadav,49,1,False
546,329,Deepa Patil,19,2,False
547,329,Chandrashekar Shetty,36,1,True
548,329,Suresh Gowda,39,1,False
549,330,Kiran Kulkarni,25,1,True
550,331,Yellamma Kulkarni,33,2,False
551,332,Nagesh Achar,5,1,False
552,333,Kavya Reddy,60,2,False
553,333,Ashwini Naik,59,2,False
554,333,Gowramma Rao,74,2,False
555,334,Renukamma Patil,76,2,False
556,334,Shivakumar Achar,3,1,True
557,334,Deepa Kumar,66,2,False
558,335,Sunita Kulkarni,39,2,False
559,335,Prakash Bhat,29,1,False
560,336,Roopa Yadav,13,2,False
561,337,Rekha Kulkarni,43,2,False
562,337,Shivakumar Patil,80,1,True
563,338,Praveen Yadav,8,1,True
564,338,Rekha Patil,54,2,True
565,338,Praveen Kumar,16,1,False
566,339,Gowramma Yadav,51,2,False
567,340,Manjula Rao,32,2,False
568,340,Shubha Kulkarni,42,2,True
569,341,Manjunath Naik,2,1,False
570,342,Gowramma Yadav,12,2,False
571,342,Ravi Hegde,23,1,False
572,343,Meena Desai,46,2,False
573,344,Vijay Kumar,13,1,False
574,345,Suresh Kulkarni,1,1,False
575,345,Naveen Achar,63,1,False
576,346,Renukamma Naik,79,2,False
577,347,Mahesh Kulkarni,34,1,False
578,348,Ramesh Kulkarni,29,1,False
579,348,Naveen Achar,44,1,False
580,348,Anita Kumar,66,2,False
581,349,Rekha Poojary,31,2,False
582,350,Geeta Reddy,60,2,False
583,350,Suresh Naik,8,1,False
584,350,Basavaraj Hegde,17,1,False
585,351,Vijay Poojary,43,1,False
586,351,Hanumanth Hegde,56,1,True
587,351,Basava Desai,71,1,False
588,352,Ramesh Desai,5,1,False
589,352,Naveen Reddy,45,1,False
590,352,Suresh Achar,33,1,True
591,353,Anita Desai,51,2,False
592,354,Praveen Nayak,55,1,False
593,354,Ravi Achar,22,1,False
594,355,Ramesh Yadav,43,1,False
595,355,Prakash Reddy,66,1,True
596,356,Siddappa Patil,54,1,False
597,357,Priya Poojary,79,2,False
598,358,Basavaraj Hegde,65,1,False
599,359,Praveen Desai,65,1,False
600,360,Renukamma Kulkarni,79,2,False
601,360,Sunita Hegde,76,2,False
602,361,Sunita Rao,43,2,False
603,361,Kavya Hegde,54,2,True
604,362,Praveen Achar,76,1,False
605,362,Deepa Rao,5,2,False
606,363,Sowmya Rao,1,2,False
607,363,Shivakumar Achar,58,1,False
608,363,Lakshmi Shetty,7,2,False
609,364,Lakshmi Bhat,40,2,False
610,365,Dinesh Desai,71,1,False
611,365,Shivakumar Yadav,50,1,False
612,366,Ravi Desai,55,1,False
613,367,Ramesh Gowda,13,1,False
614,368,Shubha Desai,38,2,False
615,368,Shubha Yadav,55,2,False
616,368,Santosh Naik,37,1,False
617,369,Manjunath Patil,16,1,False
618,369,Manjunath Poojary,35,1,False
619,370,Priya Naik,65,2,True
620,371,Ramesh Desai,79,1,False
621,371,Santosh Poojary,12,1,False
622,372,Geeta Bhat,33,2,False
623,373,Manjunath Patil,19,1,False
624,373,Umesh Achar,69,1,False
625,374,Lakshmi Kumar,50,2,True
626,374,Umesh Poojary,52,1,False
627,375,Chandrashekar Desai,62,1,False
628,376,Yallappa Yadav,64,1,True
629,376,Priya Desai,48,2,False
630,376,Suresh Hegde,25,1,False
631,377,Lakshmi Desai,48,2,False
632,377,Lakshmi Kumar,60,2,False
633,378,Chandrashekar Bhat,72,1,False
634,379,Ramesh Hegde,71,1,False
635,379,Chandrashekar Poojary,5,1,False
636,380,Yellamma Achar,55,2,False
637,381,Suresh Rao,18,1,False
638,382,Anand Kumar,53,1,False
639,382,Kavya Hegde,40,2,False
640,383,Ravi Rao,42,1,False
641,383,Prakash Yadav,68,1,False
642,384,Basavaraj Rao,43,1,False
643,385,Rajesh Reddy,75,1,False
644,386,Anand Rao,71,1,False
645,387,Yellamma Desai,39,2,False
646,387,Sunita Rao,54,2,False
647,387,Deepa Nayak,7,2,False
648,388,Rajesh Gowda,14,1,True
649,389,Meena Shetty,70,2,False
650,390,Rajesh Bhat,32,1,False
651,391,Nagesh Desai,73,1,False
652,392,Ramesh Reddy,17,1,False
653,392,Kiran Gowda,67,1,False
654,392,Ramesh Bhat,31,1,False
655,393,Chandrashekar Desai,50,1,False
656,393,Meena Patil,52,2,True
657,394,Deepa Reddy,79,2,False
658,394,Deepa Desai,78,2,True
659,395,Naveen Kulkarni,25,1,False
660,396,Rajesh Patil,75,1,False
661,396,Prakash Nayak,6,1,False
662,396,Siddappa Gowda,10,1,True
663,397,Anand Naik,74,1,False
664,398,Hanumanth Naik,2,1,True
665,398,Praveen Reddy,58,1,False
666,398,Siddappa Desai,16,1,False
667,399,Sowmya Desai,67,2,False
668,400,Basava Patil,27,1,True
669,400,Geeta Achar,32,2,True
670,401,Rekha Gowda,33,2,False
671,401,Anita Patil,8,2,False
672,402,Renukamma Rao,27,2,True
673,402,Vijay Patil,37,1,False
674,402,Kiran Poojary,2,1,True
675,403,Rajesh Hegde,45,1,False
676,403,Mahesh Reddy,36,1,True
677,404,Shubha Hegde,29,2,True
678,404,Ravi Poojary,31,1,True
679,405,Dinesh Bhat,19,1,False
680,405,Meena Bhat,33,2,False
681,406,Sowmya Gowda,9,2,False
682,407,Deepa Poojary,32,2,False
683,408,Renukamma Gowda,20,2,False
684,408,Yellamma Shetty,73,2,False
685,408,Ramesh Reddy,24,1,False
686,409,Rekha Rao,35,2,False
687,409,Meena Naik,49,2,True
688,409,Shivakumar Kumar,6,1,False
689,410,Manjula Bhat,43,2,True
690,411,Yellamma Gowda,10,2,False
691,412,Shivakumar Shetty,6,1,False
692,412,Rekha Bhat,10,2,False
693,413,Roopa Reddy,28,2,False
694,413,Ashwini Gowda,33,2,False
695,413,Ashwini Rao,76,2,True
696,414,Praveen Yadav,31,1,False
697,415,Yellamma Nayak,31,2,False
698,416,Yellamma Patil,1,2,True
699,416,Kiran Yadav,43,1,False
700,417,Rajesh Rao,1,1,True
701,418,Meena Poojary,58,2,False
702,418,Siddappa Naik,74,1,False
703,418,Geeta Patil,21,2,False
704,419,Siddappa Patil,26,1,False
705,419,Prakash Rao,59,1,False
706,419,Manjula Kulkarni,18,2,False
707,420,Santosh Desai,39,1,True
708,421,Nagesh Hegde,49,1,False
709,422,Sunita Bhat,23,2,True
710,423,Nagesh Reddy,10,1,False
711,424,Kiran Reddy,22,1,False
712,424,Anita Patil,77,2,False
713,425,Shubha Kulkarni,57,2,False
714,425,Deepa Kulkarni,28,2,False
715,426,Pooja Shetty,69,2,True
716,427,Hanumanth Patil,7,1,False
717,428,Dinesh Hegde,51,1,False
718,428,Umesh Patil,69,1,False
719,428,Shivakumar Yadav,7,1,False
720,429,Praveen Bhat,69,1,False
721,430,Priya Bhat,18,2,False
722,431,Gowramma Achar,27,2,False
723,432,Umesh Patil,80,1,True
